To,Body
Mike
 Chris Haun wrote:i though this was all rather interesting, first bit of 9/11 coverage that 
i've liked.

http://www.salon.com/mwt/feature/2002/09/11/forbidden_letters/index.html

Chris



---------------------------------
Do you Yahoo!?
Yahoo! News - Today's headlines"
fork@spamassassin.taint.org,"i though this was all rather interesting, first bit of 9/11 coverage that 
i've liked.

http://www.salon.com/mwt/feature/2002/09/11/forbidden_letters/index.html

Chris


"
"""'ilug@linux.ie'"" <ilug@linux.ie>","Thought this was funny.
In the slashdot thread about
EW Dijkstra passing away on
tuesday, there was:

GOTO Heaven
       Re:GOTO Heaven
       I'll bet he gets there by the shortest path.

Referring to his ""Goto considered harmful"" etc.

Sad to see these people go. 3 others I've
noticed lately were: Richard Stevens, Jim Ellis
and Jon Postel.

Pádraig.


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
,"Dan Brickley wrote:
> Except that thanks to the magic of spam, it's usually some else's locale

yeah, physical mail makes more sense for physical locales.

> There are better technical solutions to privacy
> protection than sending a copy of the same message to everyone on the
> Internet, so the recipients can't be blamed for reading it.

Such as?

Anything equivalent will be spam, just not email spam.  Dump entry IPs for
an anonymizing network onto a public bulletin board that's used for other
purposes -- still spam.  Etc etc.

I'm not arguing against other solutions, I'm arguing that spam is speech.  
If you let governments ban it, you're giving them the power to choose who 
gets to speak.

- Lucas



http://xent.com/mailman/listinfo/fork

"
"""Ilug@Linux.Ie"" <ilug@linux.ie>","Hi all, I posted the below question to this list so I thought I'd update you
all. Thanks for your suggestions.

Well, I'd decided to bite the bullet and spend big on a new case and CPU
fan.

I bought a lian-li aluminum case. It was expensive as cases go (stg£133.86)
but I decided, it's a good basis to build any future PC on.
It has 4 x 51/4"" drive bays and 6 x 3½"" drive bays so I should be ok for
future upgrades etc. I have to say it was worth it. Its a pleasure to work
on. It has a slide out tray to mount the Mother Board on, both sides come
off, the drive bays come out...all without using a screwdriver (thumb
screws). Even the edges inside the case are smooth so no banging your hands
off shape edges etc. There are 4 fans inside the case, which can be set to 3
different speeds. There are 4 usb ports on the front of the box too. The box
is big and has loads of room inside.
Oh... and it looks very cool :-)

However there are 2 things to look out for. On the Maplins website it says

* Up to three 80mm case fans can be fitted!
* ATX Power supply sold separately

In fact the case came with 4 fans and a power supply, which is great but I
ordered 2 fans and a power supply separately.
Also the case was a slightly different model to one advertised, as I got the
USB model. It does say (Product may vary in design and specification from
that show) but I missed that :-)

I also bought a Flower Cooler Kit which is completely silent. Very nice.
(thanks Mike)

So now I can code-in-peace...

Justin


> -----Original Message-----
> From: ilug-admin@linux.ie [mailto:ilug-admin@linux.ie]On Behalf Of
> Justin MacCarthy
> Sent: Monday, August 12, 2002 12:56 PM
> To: Ilug@Linux.Ie
> Subject: [ILUG] PC Cases
>
>
> Hi all, I have a Linux box at home that makes a god awful amount of noise.
> Its a Athlon XP 1900+  with a  CoolerMaster fan.  Are they particularly
> noisy? I think its  the case/psu fan. It was a pretty cheap case. So what
> I'm looking for a quieter case/fan/power supply. I know you can get really
> quiet cases if you want to spend, but I'm looking for something in the
> middle ground, available in Dublin.
>
> Anyone recommend anything ? Thanks
>
> Justin
>
>
> --
> Irish Linux Users' Group: ilug@linux.ie
> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription
> information.
> List maintainer: listmaster@linux.ie
>
>
>


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie

"
zzzzteana <zzzzteana@yahoogroups.com>,"http://media.guardian.co.uk/broadcast/comment/0,7493,781769,00.html

Hamza's horrid - but we must tolerate him

Rod Liddle
Wednesday August 28, 2002
The Guardian

Sheikh Abu Hamza al-Masri, our maddest of mad mullahs and a cartoon bogeyman
to scare the kiddies, spent a quiet and contemplative bank holiday playing
with his own children in Victoria Park, Hackney.
I've often wondered what incendiary Islamic fundamentalist clerics do on
statutory public holidays. Head for the beach and maybe swing by B&Q on the
way home, I had hoped. I had this beguiling vision of Hamza paddling in the
sea, an ice-cream cone in his one good hand, the waves tickling his shins,
and the sheikh mentally preparing to fix those pesky shelves in the kitchen
for once, instead of planning the extermination of Zionism and America and
maybe me and you, too.
But B&Q and a day at the seaside is probably beyond Hamza's budget since the
Bank of England froze his assets, so Victoria Park had to do. But he sounded
happy enough when I spoke to him, with the babble of tiny, cheerful, Islamic
proto-warriors in the background.
You must know Hamza; he's the imam designed, it would seem, by the Daily
Mail's cartoonist Mac. Large metal hook in place of a left hand. One eye
covered by a patch, the other a baleful, watchful, milky-white. We don't
mock the disabled any more these days, unless it's someone like Hamza whom
we don't like; then, if you'll excuse the inapt phraseology, the gloves come
off. So Hamza is known (with that vaulting imagination typical of the
British right) as ""Captain Hook"", in articles which usually call for his
arrest, or extradition to the US, or deportation back home to Egypt or maybe
off to Pakistan or Afghanistan, where he fought the Russians for years and
thus sustained his disabilities - anywhere, really; just out of here. And if
we can't lock him up or chuck him out of the country, maybe we can force him
to shut up.
Because we don't like Hamza very much. We weren't that fond of him before
September 11, but afterwards, in that nervy, paranoid few months when we all
thought the sky might fall in, our disapprobation turned into political
persecution.
And now the Daily Mirror is agitating again for his arrest because they've
got hold of secret videos of the man behaving in an even more inflammatory
manner, urging warfare on and looting of enemies of Islam. All out of
context, and a very long time ago, says the imam, not unduly bothered. But
perhaps he should be, because our reputation for broad-mindedness and
tolerance towards people like Hamza was thinning even before the Mirror's
scoop.
Hamza preaches, or preached, at the scary Finsbury Park Mosque - so, earlier
this year, the Charity Commissioners banned him from doing so because of his
allegedly inflammatory remarks. I didn't know Charity Commissioners were
meant to do stuff like that.
He has had his passport seized and not returned; his assets have been
frozen. He is tailed by the police every now and then, and his access to the
media is restricted by internal policing within broadcasting corporations
and the press. And this last point is because, we tell ourselves, endlessly
- repeating the mantra over and over again, and fervently wishing it to be
true - Hamza is not ""representative"" of British Muslims, as if British
Muslims were a simple, homogenous thing with a single voice that one could
turn to every now and then for explanation. And perhaps succour.
The trouble is, in the first month or so after the twin towers attack he was
revealed to be rather more ""representative"" than the list of those
government-approved Muslim spokesmen who were - uncomfortably, I suspect -
dragooned briefly into statements of support for the war against terrorism
and a blanket condemnation of the Taliban.
An opinion poll commissioned by Radio 4's Today programme revealed that an
overwhelming majority of British Muslims were against George Bush's crusade.
One in six were, to put it mildly, ambivalent about the attack on the US
(the remainder condemned the attack unequivocally). A large majority thought
the war against terrorism was a war against Islam.
Which is what Hamza said, repeatedly. But it was something that, at the
time, we didn't want to hear. Now, if you quiz the man on present policy at
home and abroad he comes across - superficially, at least - as someone from
the liberal left. No war against Iraq; Britain to become independent of US
foreign policy and attempt rapprochement with Arab states; stronger action
against Israel; mistrust of global capitalism; redistribution of wealth.
Nor is he particularly anti-semitic, so far as I can tell, although I don't
suppose he will be holidaying in Eilat this year. In yesterday's Guardian,
the chief rabbi expressed a willingness to talk to Hamza and was grateful
for the sheikh's message of condolence when a London synagogue was attacked.
Which is not to say that Hamza is a peaceable Jeffersonian democrat who has
been wilfully misrepresented: he is, without question, rather more
inflammatory in private sermons to his own people than he is in public. His
ideology is an arid and uncompromising interpretation of Islam: he would be
happy, in a truly Islamic society, to stone women to death for adultery, for
example. You and I would find many - perhaps most - of his views utterly
repellent.
And that's the point. Because Hamza is the true test of our apparent desire
to be multicultural. Multiculturalism is not, surely, the cheerful
appropriation of bits of inoffensive minority cultural behaviour by the
ruling hegemony. That is a sort of syncopated monoculturalism.
Multiculturalism is, rather, the ability of society to tolerate views that
are antithetical to the dominant culture - and maybe learn from them.
The FBI has been investigating Hamza, but, of course, has found nothing
remotely incriminating. The real reason for his vilification and persecution
is simply the pungency of his views.
It is often said that we should shut him up or arrest him because his
rhetoric increases hostility against the Muslim population generally. This
is a perfectly noble argument, but it does not wash.
You don't defuse a difficult situation by pretending it doesn't exist. And
if British Muslims - maybe a minority, maybe not - feel a growing sense of
unease or mystification at the direction of western foreign policy, it is
not because they have been led in that direction by Hamza. Shutting the man
up, therefore, won't make a difference.
It is rather as Louis MacNeice had it:
The glass is falling hour by hour, the glass will fall for ever.
But if you break the bloody glass, you won't hold up the weather.


------------------------ Yahoo! Groups Sponsor ---------------------~-->
4 DVDs Free +s&p Join Now
http://us.click.yahoo.com/pt6YBB/NXiEAA/MVfIAA/7gSolB/TM
---------------------------------------------------------------------~->

To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com

 

Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ 



"
"Russell Turpin <deafbox@hotmail.com>, fork@example.com","intersectedness: i'd be surprised if beberg ever had a BLOWjob he liked. i
mean, it would have involved OTHERS, less EVOLVED others.

:-)
gg



-----Original Message-----
From: fork-admin@xent.com [mailto:fork-admin@xent.com]On Behalf Of
Russell Turpin
Sent: Saturday, September 07, 2002 3:07 PM
To: fork@example.com
Subject: RE: Selling Wedded Bliss (was Re: Ouch...)


CDale:
>I guess [Geege] doesn't want everyone to know about all the kinky sex she
>and I have had.

Yeah, like I'm going to believe that without
seeing the photos. Next, you'll be telling me
that Beberg found a job he likes.



_________________________________________________________________
Join the worlds largest e-mail service with MSN Hotmail.
http://www.hotmail.com






"
rpm-zzzlist@freshrpms.net,"On Mon, 26 Aug 2002 19:14:54 +0200, Matthias Saou <matthias@egwn.net> wrote:

> Hi all,
> 
> I've repackaged the new gkrellm 2.0.0 which is now ported to gtk2
> (woohoo!). Unfortunately, the plugins are incompatible with the previous
> 1.2.x ones, and since not many/all have been ported yet, I prefer not to
> release the package on the main freshrpms.net site for now.
> 
> For those of you who'd like to try it out, you can grab it here :
> http://ftp.freshrpms.net/pub/freshrpms/testing/gkrellm/
> 
> I think the themes are still compatible, but haven't tried to install some
> with 2.0.0 yet.
> Last note, the above packages are for Valhalla. And yes, although GNOME 2
> is not in Valhalla, gtk2 and glib2 have been from the very beginning! ;-)

    Sweet, dude- I was really hoping it'd be out sooner or later; thanks a bunch!

------------------------------------------------------------------------
Brian Fahrländer              Linux Zealot, Conservative, and Technomad
Evansville, IN                    My Voyage: http://www.CounterMoon.com
ICQ  5119262
------------------------------------------------------------------------
I've been complaining for years, and almost no one listened. ""Windows is
just easier"" you said. ""I don't want to learn anything new"", you said.
Tell me how easy THIS is:
http://www.guardian.co.uk/Archive/Article/0,4273,4477138,00.html

_______________________________________________
RPM-List mailing list <RPM-List@freshrpms.net>
http://lists.freshrpms.net/mailman/listinfo/rpm-list

"
rpm-zzzlist@freshrpms.net,"On Thu, 2002-08-22 at 19:10, Troy Engel wrote:

> Anyone have an idea what the heck RedHat did here, and why we're now 
> trying to install a ton of crap I don't want?  (I'm hoping someone else 
> has chased this down and could save me time... ;) )

I'm told that even our best people occasionally screw up. And QA had
tested the rpm on an ""Everything"" install. Expect a fixed version soon,
and QA procedures have been adjusted to catch this kind of braindamage
in the future. There is nothing really wrong with the binary inside the
rpm, so if you want to --nodeps for now it's ok.

-- 
Chris Kloiber


_______________________________________________
RPM-List mailing list <RPM-List@freshrpms.net>
http://lists.freshrpms.net/mailman/listinfo/rpm-list

"
"""'Stephen_Reilly@dell.com'"" <Stephen_Reilly@dell.com>, ilug@linux.ie","I'm not knocking dell in general, my next machine is going to be a dell. But
buying a
random dell box is likely to result in much tearing out of hair. 

--B

-----Original Message-----
From: Stephen_Reilly@dell.com [mailto:Stephen_Reilly@dell.com]
Sent: 02 August 2002 09:20
To: ilug@linux.ie
Subject: RE: [ILUG] Dell GX260 V Redhat 7.3


>> I swear to god you have to be so carefull with dell machines 
>> and linux. 
...
>> to have some cheapo piece of hardware (eth card, modem, 
>> sound, graphics )
>> that is incompatable/unsupported. 
...
>> with some crap
>> dell machine that 
yes, yes, all terribly insightful and extremely useful information.
 
> We just got some new Dell GX260 machines here are work and 
> I'm supposed to
> be putting Linux on them. I tried installing RedHat 7.3. It 
> just didn't want
> to know about the graphics card. I's an onboard Intel DVMT chip. No
> dedicated memory, it takes it from the onboard RAM.
The onboard DVMT card has an Intel 845 G/GL chipset.
http://www.intel.com/support/graphics/linux/ or
http://www.intel.com/support/graphics/intel845g/linux.htm has more specific
information. There is help available there.

I also found somewhere (not through personal experience though) that
2.4.19-pre10ac2 includes drivers for the chipset ?

Steve


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
"""Adam L. Beberg"" <beberg@mithral.com>","Hello Adam,

Thursday, September 05, 2002, 11:33:18 PM, you wrote:


ALB> So, you're saying that product bundling works? Good point.

Sometimes I wish I was still in CA.  You deserve a good beating every
so often...  (anyone else want to do the honors?)

ALB> And how is this any different from ""normal"" marriage exactly? Other then
ALB> that the woman not only gets a man, but one in a country where both she and
ALB> her offspring will have actual opportunities? Oh and the lack of
ALB> ""de-feminized, over-sized, self-centered, mercenary-minded"" choices?

Mmkay.  For the nth time Adam, we don't live in the land of
Adam-fantasy.  Women actually are allowed to do things productive,
independent and entirely free of their male counterparts.  They aren't
forced to cook and clean and merely be sexual vessels.   Sometimes,
and this will come as a shock to you, no doubt, men and women even
find -love- (which is the crucial distinction between this system) and
they marry one another for the satisfaction of being together.   I
know, far-fetched and idealistically crazy as it is, but such things
do happen.   I can guarantee you, if my mother was approached by my
father, and 25 years ago, he commented on her cleaning ability as a
motivator for marrying her, we would not be having this conversation
now.

If guys still have silly antequated ideas about 'women's role' then
their opportunities for finding women _will_ be scarce.   Again, these
situations are great, provided everyone is aware that the relationship
is a contractual one -- he wants a maid, a dog and a prostitute he
doesn't have to pay, and she wants a country that isn't impoverished
and teeming with AIDS.  A contract, versus a true love-interest
marriage.

Egh.  I really need to stop analyzing your posts to this extent.   I
blame law school and my cat.

-BB

ALB> - Adam L. ""Duncan"" Beberg
ALB>   http://www.mithral.com/~beberg/
ALB>   beberg@mithral.com





-- 
Best regards,
 bitbitch                            mailto:bitbitch@magnesium.net


"
"""FoRK (E-mail)"" <fork@example.com>","> Ultimately, there was a big
> disagreement about how to sell the product (sales guys wanted to sell
> the thing for a gazillion dollars to megaclients, but we thought it
> would make more sense to get more people using it so we could get more
> feedback from many different places).  The bottom line was that the
> route we wound up going (megaclients for megabucks) had a megalong
> sales cycle.  The sales force staffed up and tried to sell the
> earliest releases of the software -- even succeeding in a few
> significant cases -- but couldn't get enough to cover their own
> expenses, much less the actual development of the product.

Now where have I seen that before.... oh yeah... its happening to me right
now...



"
ILUG <ilug@linux.ie>,"On Wed, Jul 31, 2002 at 12:51:29PM +0200, David Neary wrote:
> Also, you should keep a bookmark pointing at the comp.lang.c FAQ at 
> http://www.eskimo.com/~scs/C-faq/top.html

and don't forget the c iaq.  that's here:

    http://www.plethora.net/~seebs/faqs/c-iaq.html

an example:

    1.3: If I write the code int i, j; can I assume that (&i + 1) == &j?

    Only sometimes. It's not portable, because in EBCDIC, i and j are not
    adjacent.

kevin

-- 
kevin@suberic.net     that a believer is happier than a skeptic is no more to
fork()'ed on 37058400    the point than the fact that a drunken man is happier
meatspace place: home       than a sober one. the happiness of credulity is a
http://ie.suberic.net/~kevin   cheap & dangerous quality -- g.b. shaw

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
fork@spamassassin.taint.org,"
> (and no it wasnt me even though the spellingis
> oddly familar)

Not that this is news to FoRKs, but:

<http://www.j-bradford-delong.net/movable_type/archives/000393.html>

> ... randomising letters in the middle of words [has] little or no
> effect on the ability of skilled readers to understand the text. This
> is easy to denmtrasote. In a pubiltacion of New Scnieitst you could
> ramdinose all the letetrs, keipeng the first two and last two the same,
> and reibadailty would hadrly be aftcfeed. My ansaylis did not come
> to much beucase the thoery at the time was for shape and senqeuce
> retigcionon.  Saberi's work sugsegts we may have some pofrweul palrlael
> prsooscers at work. The resaon for this is suerly that idnetiyfing
> coentnt by paarllel prseocsing speeds up regnicoiton. We only need
> the first and last two letetrs to spot chganes in meniang.

-Dave


"
"""Fork@Xent.Com"" <fork@spamassassin.taint.org>","> If the text recognition algorithm/architecture humans use is anything
> like the algorithm/structure we've been working with, the reason the
> first letter (and to a lesser extent, the last letter) is important is
> that without it the text pattern recognition problem is exponentially
> more difficult (from a theoretical standpoint anyway) and has to be
> resolved using deeper abstraction analysis.  The middle letters are far
> less important and computationally much easier to resolve correctly.

I think keeping the number of middle letters consistent with the correct
spelling is important.  Would be interesting to see if this same effect is
applicable to written forms of other languages, maybe even Japanese romongi.

Bill


"
fork <fork@spamassassin.taint.org>,"--------------------------------------------------------------------------

What is MIME?

MIME stands for ""Multipurpose Internet Mail Extensions"".  It is the
standard for how to send multipart, multimedia, and binary data using the
world-wide Internet email system.  Typical uses of MIME include sending
images, audio, wordprocessing documents, programs, or even plain text
files when it is important that the mail system does not modify any part
of the file.  MIME also allows for labelling message parts so that a
recipient (or mail program) may determine what to do with them. 

How can I read a MIME message?

Since MIME is only a few years old, there are still some mailers in use
which do not understand MIME messages.  However, there are a growing
number of mail programs that have MIME support built-in.  (One popular
MIME-capable mailer for Unix, VMS and PCs is Pine, developed at the
University of Washington and available via anonymous FTP from the host
ftp.cac.washington.edu in the file /pine/pine.tar.Z)

In addition, several proprietary email systems provide MIME translation
capability in their Internet gateway products.  However, even if you do
not have access to a MIME-capable mailer or suitable gateway, there is
still hope! 

There are a number of stand-alone programs that can interpret a MIME
message.  One of the more versatile is called ""munpack"".  It was developed
at Carnegie Mellon University and is available via anonymous FTP from the
host ftp.andrew.cmu.edu in the directory pub/mpack/.  There are versions
available for Unix, PC, Mac and Amiga systems.  For compabibility with
older forms of transferring binary files, the munpack program can also
decode messages in split-uuencoded format. 

Does MIME replace UUENCODE?

Yes.  UUENCODE has been used for some time for encoding binary files so
that they can be sent via Internet mail, but it has several technical
limitations and interoperability problems.  MIME uses a more robust
encoding called ""Base64"" which has been carefully designed to survive the
message transformations made by certain email gateways. 

How can I learn more about MIME?

The MIME Internet standard is described in RFC-1521, available via
anonymous FTP from many different Internet hosts, including: 
                                                       
     o  US East Coast                            
        Address:  ds.internic.net (198.49.45.10)        
                                                        
     o  US West Coast                            
        Address:  ftp.isi.edu (128.9.0.32)      
                                                        
     o  Pacific Rim                              
        Address:  munnari.oz.au (128.250.1.21)  
                                                        
     o  Europe                                   
        Address:  nic.nordu.net (192.36.148.17) 

Look for the file /rfc/rfc1521.txt

Another source of information is the Internet news group ""comp.mail.mime"",
which includes a periodic posting of a ""Frequently Asked Questions"" list.

--------------------------------------------------------------------------
http://xent.com/mailman/listinfo/fork

"
Irish Linux Users Group <ilug@linux.ie>,"  | Date: Wed, 31 Jul 2002 23:11:49 +0800
  | From: Fergal Daly <fergal@esatclear.ie>
  | 
  | 7.3 seems to support Chinese input out of the box, it's got
  | miniChinput and some other stuff no documentation.  [ ... ]
  | google is a bit of a dead too.
  | 
  | Can anyone tell me what I should do?

 I've no idea, but a relevant/useful source of info could
 be the «linux-utf8» e-list:

     http://www.cl.cam.ac.uk/~mgk25/unicode.html
     http://mail.nl.linux.org/linux-utf8/

 whilst the list is nominally about UTF-8/Unicode and Linux,
 it often delves into related areas (such as input methods).

 my (vague!) understanding of the state-of-play is there are
 multiple ways of keyboarding scripts such as ""Chinese"", and
 the choice of method is a mixture of personal preference,
 equipment (e.g. your keyboard), and the tool/application
 in question.

 w.r.t. X11 applications, it seems to boil down to two
 approaches:   one unique to the tool itself (apparently
 `yudit' is famous for this);  or  else using what's called
 an XIM (X Input Method).

  WARNING: I am now guessing quite a bit here, based mostly on
           my interpretation of what I've read whilst lurking,
           and watching a few people keyboarding a Japanese
           script years ago!   *** your mileage will vary! ***

 XIMs generally work as a complex compose frontend.  i.e., you
 build up your character as a series of composes of the root or
 fundamental strokes (""radicals"", I think they are called), and
 then ""commit"" the composite character to the application.
 ( yes, keyboarding these scripts _is_ quite slow, I believe
  a good typist can only do a few characters a minute!
  and I assume using a qwerty keyboard is very painful. )

 some XIMs compose ""in place"", others do it on a special line,
 and some seem to do it in a special window (or the root?).
 also, some(/most?) XIMs apparently support a US-ASCII input
 mode as well --- _not_ a general Latin-alphabet input mode,
 which seems to require another TLA, called KBD, and which
 apparently doesn't work when an XIM is also being used? ---
 implying you have to switch back and forth between US-ASCII
 input mode (what us English-speakers would call ""normal""
 keyboarding/typing), and the other input (e.g., Chinese).
 I'm not sure, but I have the impression the switch is often
 a toggle, and something like <Control><CapsLock>.

 many apologies if this is completely wrong or too misleading.

cheers!
	-blf-

p.s.  b.t.w., you almost certainly want to be using a UTF-8
      locale.  if RH 7.3 is the so-called ""limbo"" release,
      then you may quite possibility be using one by default.

--
«How many surrealists does it take to    |  Brian Foster    Dublin, Ireland
 change a lightbulb?  Three.  One calms  |  e-mail: blf@utvinternet.ie
 the warthog, and two fill the bathtub   |  mobile: (+353 or 0)86 854 9268
 with brightly-coloured machine tools.»  |  http://www.blf.utvinternet.ie

    Stop E$$o (ExxonMobile):  «Whatever you do, don't buy Esso --- they
     don't give a damn about global warming.»    http://www.stopesso.com
     Supported by Greenpeace, Friends of the Earth, and numerous others...

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
ilug@linux.ie,"Ar mhaith le einne anseo caint le TG4 faoin LBW?

Donncha.


----------  Forwarded Message  ----------

Subject: Linux Beer Hike
Date: Tue, 30 Jul 2002 10:00:56 +0100
From: Diarmaid Mac Mathuna <diarmaid.mac@agtel.ie>
To: donncha.ocaoimh@tradesignals.com

A Dhonncha, a chara,

Tá mé ag déanamh taighde don clár teilifíse An Tuath Nua (a bhíonn á
chraoladh ar TG4) faoi láthair, agus chonaic mé go mbedih an Linux Beer
Hike ar siúl i Doolin i mbliana. Bheadh spéis againn mír a dhéanamh mar
gheall ar an Hike ar an gclár - an mbeidh tú féin nó aon duine eile le
Gaeilge ar an Hike go bhfios duit?

Go raibh maith agat as do chabhair,

Slán,

Diarmaid

_________________________
Diarmaid Mac Mathúna

Agtel
37-39 Fitzwilliam Square, Dublin 2
37-39 Plás Mhic Liam, Baile Átha Cliath 2

Phone / Fón: (01) 605 3737 / (086) 880 4187
Fax / Facs:  (01) 676 6137

e-mail / r-phost: diarmaid.mac@agtel.ie
web / idirlíon:   www.agtel.ie

-------------------------------------------------------

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
FoRK <FoRK@xent.com>,"
----- Original Message -----
From: ""Jim Whitehead"" <ejw@cse.ucsc.edu>

>
> For toddlers, pressing play must cause the music to start immediately,
> within half a second, for the toddler to get the causality and not press
the
> button multiple times.
Or some sound indicating that the music will start real soon now.

> As well, pressing the button multiple times shouldn't
> change the semantics, like an elevator button. No matter how many times
you
> press, the elevator still comes to that floor. The play button needs to be
> the same.
Idempotency everywhere you look...


> What would the ideal toddler CD player be like? It would immediately start
> playing a CD after it was loaded.
It'd be an MP3 player with solid state storage... instant on.



"
